token,title,publish_date,city,district,url,description,mileage,year_raw,color,brand_model,third_party_insurance,Gearbox_type,Gearbox_condition,fuel_type,asking_price_raw,engine_condition,chassis_condition,body_condition,vehicle_type,asking_price,mileage_km,year_jalali,year_gregorian,price_corrected,price_original_raw,price_flag_extreme_high,mileage_flag_high,brand,is_pickup,brand_matched,insurance_months_left,brand_freq,district_freq,city_freq,fuel_type_freq,Gearbox_type_freq,Gearbox_condition_freq,engine_condition_freq,chassis_condition_freq,body_condition_freq
gaom_5Lz,ایکستریم TXL,2026-09-15 11:25:00,تهران,عباس آباد,https://divar.ir/v/gaom_5Lz,"ایکستریم TXL
✅۱۴۰۳
✅۱۳ تا کار
✅بدون رنگ و خط و خش
✅ماشین خونگی
✅مناسب مصرف کننده",۱۳۰۰۰,۱۴۰۳ - ۲۰۲۴,سفید,اکستریم تی ایکس ال TXL (TX),۶ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۸,۲۴۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,8240000000.0,13000.0,1403.0,2024.0,False,,False,False,اکستریم,False,False,6.0,0.0018450184501845018,0.008577555396711936,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaomvky3,هوندا وزل ۲۰۲۴,2026-09-15 11:25:00,تهران,جنت آباد شمالی,https://divar.ir/v/gaomvky3,"مشابه صفر
خودران سطح ۲
حالت رانندگی ۳ حالته
رادار تصادف از جلو
نور بالا خودکار و ...
گارانتی فعال",۱۳۰۰۰,۲۰۲۴,سفید,هوندا وزل,۱۲ ماه,,,بنزین,"‏۷,۰۰۰,۰۰۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,7000000000.0,13000.0,1403.0,2024.0,False,,False,False,هوندا,False,False,12.0,0.0012300123001230013,0.0014295925661186562,0.3013530135301353,0.8714637146371463,,,0.05289052890528905,0.06545209176788123,0.602091020910209
gak20cMZ,تارا v1 بی نقص - سرامیک شده - بدون نیاز به هزینه,2026-09-11 22:36:00,تهران,کوثر,https://divar.ir/v/gak20cMZ,"✅ بدون تصادف، بدون خط و خش و بدون هزینه اضافی

✅ انجام سرامیک درجه یک

✅ آیینه تاشو برقی 

✅ روکش چرم صندلی 

✅ فرمان برقی D-Cut

✅ تمام سرویس‌ها انجام شده (تسمه تایم و جلوبندی نو و ...)

✅ دارای ریموت درب باز کن پارکینگ 

✅ لاستیک پهن و نو",۸۹۰۰۰,۱۴۰۰ - ۲۰۲۱,نقره ای,تارا دنده ای V1,,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۸۱۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1810000000.0,89000.0,1400.0,2021.0,False,,False,False,تارا,False,False,,0.019065190651906518,0.002144388849177984,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaom_b_2,اوپتیما جی تی لاین بی رنگ,2026-09-15 11:24:00,تهران,اکباتان,https://divar.ir/v/gaom_b_2,"بدون رنگ 
بدون لیسه و صافکاری
هارمن کاردون سقف جیر برمبو
معاوضه با مزدا ۳ تا حدود ۴ تومن هم دارم 
سند بنام خودمه
با هیچ ملکی معاوضه ندارم
نمایشگاه محترم تماس نگیرد همکاری ندارم 
بازدید پارکینگ منزل",۱۳۷۰۰۰,۲۰۱۶,مشکی,کیا اپتیما GT Line 2400cc,,,,بنزین,"‏۸,۷۰۰,۰۰۰,۰۰۰ تومان",تعیین‌نشده,تعیین‌نشده,سالم و بی‌خط و خش,,8700000000.0,137000.0,1395.0,2016.0,False,,False,False,کیا,False,False,,0.00984009840098401,0.0035739814152966403,0.3013530135301353,0.8714637146371463,,,0.05289052890528905,0.06545209176788123,0.602091020910209
gaomvYyE,تویوتا رافورRAV4هیبریدتک_دو دیفرانسیل_چین ژاپن آنی,2026-09-15 11:24:00,تهران,صادقیه,https://divar.ir/v/gaomvYyE,"⚜️ تکران صنعت خودرو با بیش از ۱۵ سال سابقه درخشان و عضو رسمی اتحادیه با کد نمایندگی ۶۷۷۰۷۹⚜️
⭐️ سند آزاد و هزینه انتقال سند بر عهده نمایندگی است. 

 شرایط فروش ویژه:
✅ فروش نقدی و تحویل فوری
✅امکان خرید طلا،شمش،دلار، یورو،به قیمت روز بازار
✅ ۲۴ ساعت مهلت کارشناسی و رویت خودرو قبل از تسویه
✅ امکان معاوضه با خودروهای صفر و کارکرده
✅ تسویه پس از تحویل و تایید کارشناس شما
✅ بدون واسطه، خرید مطمئن و شفاف

کارشناس فروش شما :خانم حسنی 

☎️ برای اطلاعات بیشتر و دریافت قیمت لحظه ایی خودرو، لطفاً باکارشناس فروش تماس بگیرید در صورت مشغول بودن خطوط فروش به صورت حضوری مراجعه نمایید.",۰,۲۰۲۵,سفید,تویوتا راوفور هیبرید تک دیفرانسیل,۱۲ ماه,اتوماتیک,سالم و پلمپ,هیبرید,"‏۹,۷۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,9700000000.0,0.0,1404.0,2025.0,False,,False,False,تویوتا,False,False,12.0,0.02214022140221402,0.028591851322373123,0.3013530135301353,0.013530135301353014,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaomvddp,پراید مدل84 سالم باغستان شهرک مهدیه,2026-09-15 11:24:00,تهران,شهرک استقلال,https://divar.ir/v/gaomvddp,"باسلام 
پراید صندوقدار مدل 1384 انژکتور 
موتور و گیربکس سالم بدون روغن سوزی و روغن ریزی 
ظاهری مرتب درحد 95
سقف ستون بی رنگ  لای درب ها بی رنگ 
به علت زیبایی دور رنگش کردم بدون خط و خش 
شاسی ها سالم بدون تصادف عقب، جلو سالم 
فقط سینی پشت چرخ جلو  یه بند انگشت هر سمت ترک مویی داشت ترمیم شده 
بیمه 11ماه 
معاینه فنی ۱۲ماه 
۴حلقه لاستیک ۹۰درصد 
روکش صندلی کف پایی ضبط 
ماشین مناسب مصرف کننده 
بازدید درب منزل شهرک مهدیه",۴۹۵۰۰۰,۱۳۸۴ - ۲۰۰۵,خاکستری,پراید صندوق دار بنزینی,۱۱ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۳۸۶,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,دوررنگ,,386000000.0,495000.0,1384.0,2005.0,False,,False,False,پراید,False,False,11.0,0.13899138991389914,0.0035739814152966403,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0984009840098401
gaeSO_bM,x33 cross۱۴۰۴ کراس,2026-09-07 19:59:00,تهران,علم و صنعت,https://divar.ir/v/gaeSO_bM,"کراس مدل ۱۴۰۴
بیمه بدنه دارد 
۱۱ ماه بیمه شخص ثالث
بدون رنگ و خط خش
گارانتی فعال 
تمامی سرویس ها انجام شده",۲۲۰۰۰,۱۴۰۴ - ۲۰۲۵,مشکی,ام وی ام X33 Cross automatic,۱۱ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۳,۱۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,3100000000.0,22000.0,1404.0,2025.0,False,,False,False,ام,False,False,11.0,0.03874538745387454,0.0035739814152966403,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaomPWDc,207 دستی پانوراما TU5 پلاس خشک 1404 ( شخصی),2026-09-15 11:24:00,تهران,شهرک دانشگاه,https://divar.ir/v/gaomPWDc,"خودرو دارای گارانتی وخشک ؛ تولید دی ماه 1404 می باشد و در پارکینگ مسقف و شخصی نگهداری می شود.
مدارک آماده محضر، مناسب مصرف کننده
بازدید کرج",۰,۱۴۰۴ - ۲۰۲۵,سفید,پژو 207i پانوراما دنده ای,۵ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۲,۳۶۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,2360000000.0,0.0,1404.0,2025.0,False,,False,False,پژو,False,False,5.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaomfk3b,فروش کوییک RS سفید مشکی صفر,2026-09-15 11:24:00,تهران,فدک,https://divar.ir/v/gaomfk3b,"تحویل گرفته شده ۲۴ اسفند ۱۴۰۴
کیلومتر : 120 کارخانه ای  + سرویس ۶ ماهه در نمایندگی(صفر)
استاندارد ۸۵ گانه
رینگ فولادی
آپشن کنسول وسط فابریک
آپشن صوتی و تصویری فابریک ۹ اینچ
آپشن سیستم ضد سرقت انلاین( با سوکت فابریک)",۱۲۰,۱۴۰۴ - ۲۰۲۵,سفید,کوییک RS,,دنده‌ای,سالم و پلمپ,بنزین,"‏۱,۴۸۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,1480000000.0,120.0,1404.0,2025.0,False,,False,False,کوییک,False,False,,0.041820418204182044,0.002144388849177984,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaoSzOuT,لوکانو L7 ال هفت صفر 1405 _ لوکانو L8 ال هشت فوری,2026-09-15 11:23:00,تهران,شهرک آزمایش,https://divar.ir/v/gaoSzOuT,"⚪️⚪️⚪️⚪️⚪️ اتــو مـرزدآران نماینــدگی۱۱۳۵ ⚪️⚪️⚪️⚪️⚪️
       ⚪️⚪️داخلـی⚪️⚪️مونتـاژ⚪️⚪️وآرداتـی⚪️⚪️
________________________________________________
⚪️⚪️⚪️تحـویل درجـا همان لحظــه ✔️✔️✔️
⚪️⚪️⚪️با ۲۰ سـال سابقـه کاری درخشــان ✔️✔️✔️
⚪️⚪️⚪️تحویـل خودرو با ضمانــت بهتریـن کارشناس‌هـا✔️
⚪️⚪️⚪️امکان عقـد قرارداد با شـرکـت‌ها و ارگان‌هـا✔️
═════════════════════════════════
جهـت اطلاع و مشــاوره
با کارشناس فروش ما درتماس باشید، خانوم ⚫️یــوسـفی⚫️
═════════════════════════════════
⚪️⚪️⚪️دوستان درصورت عدم پاسخ گویی کارشناس═══
⚪️⚪️⚪️به صورت حضوری مراجعه فرمایید ═════
⚪️⚪️⚪️ساعات مراجعه: ۹ صبح الی ۷ عصر═════════
⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
⚫️⚫️⚫️⚫️دوستای عزیز و محترم اگه وسواس دارید ═══
⚫️⚫️⚫️⚫️از هرجایی نمیتونید خرید کنید ═══════
⬅️⬅️⬅️⬅️اینجا بهترین انتخاب ⬅️ برای شماست ➡️
════════════════════════════════︎︎︎︎",۰,۲۰۲۶,سفید صدفی,لوکانو ال 7 1.6 لیتر توربو,۱۲ ماه,اتوماتیک,سالم و پلمپ,بنزین,"‏۶,۸۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,6850000000.0,0.0,1405.0,2026.0,False,,False,False,لوکانو,False,False,12.0,0.003075030750307503,0.0028591851322373124,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaom_fTC,خودروسواری پژو405,2026-09-15 11:23:00,تهران,جنت آباد شمالی,https://divar.ir/v/gaom_fTC,فنی به شرط لوازم جلوبندی نوسرسیلندنو رادیاتور وباتری نو وظبط وباند معمولی دزدگیرماجیکار,۱۰۰۰۰۰۰,۱۳۸۸ - ۲۰۰۹,نقره ای,پژو 405 GLX بنزینی,۶ ماه,دنده‌ای,سالم و پلمپ,بنزین,"‏۶۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,رنگ‌شدگی در ۳ ناحیه,,650000000.0,1000000.0,1388.0,2009.0,False,,False,True,پژو,False,False,6.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.8714637146371463,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.02152521525215252
gaZqC-GO,تیگو7 پرو ای پلاس +E *پلاگین هیبرید 1403 درحد,2026-09-03 11:38:00,تهران,پونک,https://divar.ir/v/gaZqC-GO,"تیگو 7 پرو ای پلاس +ٍE
مدل 1403
مشکی
مشابه صفر بدون ایراد 5 هزارتا کار
مناسب مصرف کننده واقعی
بدنه سالم خودرو تازه کارشناسی شده، دارای برگه کارشناسی رسمی جهت بازدید و دریافت اطلاعات بیشتر تماس بگیرید",۵۰۰۰,۲۰۲۴,مشکی,فونیکس تیگو 7 پرو ای پلاس پلاگین هیبرید (F7 PRO PHEV),۶ ماه,اتوماتیک,سالم و پلمپ,پلاگین هیبرید,"‏۶,۱۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,6150000000.0,5000.0,1403.0,2024.0,False,,False,False,فونیکس,False,False,6.0,0.02029520295202952,0.005003573981415297,0.3013530135301353,0.0012300123001230013,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
gaz5TdSq,فروش اقساطی تویوتا لوین هیبرید_ تحویل فوری,2026-08-05 17:21:00,تهران,پونک,https://divar.ir/v/gaz5TdSq,"""""مبین خودرو ماندگار""""
بزرگترین و معتبرترین شرکت و کارگزار رسمی بانک
✅ ابتدا خودرو را تحویل بگیرید سپس وجه پیش را پرداخت نمایید❗
✅ پیش پرداخت دو مرحله ای طی 7ماه
✅ شروع اولین قسط 60 روز پس از تحویل خودرو
✅ بدون ضامن
✅ سند 6 دانگ بنام خریدار در رهن بانک
✅ اقساط متنوع از 12 الی 60 ماهه
✅ فروش خودروهای صفر و کارکرده (امکان معرفی خودرو توسط خود مشتری)
✅ امکان تسویه زودتر از موعد با کسر سود بانک
✅ظرفیت محدود ویژه تهران و شهرستان
☎️ برای اطلاعات بیشتر و ثبت سفارش با کارشناس فروش
سرکار خانم موسوی
تماس بگیرید
در صورت عدم پاسخ نام خانوادگی خود و نام خودرو مورد نظر را پیامک کنید در اولین فرصت با شما تماس میگیریم",۰,۲۰۲۵,سایر,تویوتا لوین هیبرید 1800 سی سی ساده,۱۲ ماه,,,هیبرید,"‏۴,۲۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,4200000000.0,0.0,1404.0,2025.0,False,,False,False,تویوتا,False,False,12.0,0.02214022140221402,0.005003573981415297,0.3013530135301353,0.013530135301353014,,,0.9317343173431735,0.9197031039136302,0.602091020910209
gaomfKvu,تاکسی پژو مدل ۸۸,2026-09-15 11:23:00,تهران,تاکسیرانی,https://divar.ir/v/gaomfKvu,سلام در حال حاضر باهاش کارمیکنم برای کسانیکه ماشین سورن پلاس یا برقی میخوان ثبت نام کنه قیمتش مناسبه فقط خریدار واقعی تماس بگیره تخفیف پای معامله,۳۵۰۰۰۰,۱۳۸۸ - ۲۰۰۹,سبز,پژو 405 GLX - دوگانه سوز CNG,۳ ماه,دنده‌ای,سالم و پلمپ,دوگانه‌سوز شرکتی,"‏۳۵۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,خط و خش جزیی,,350000000.0,350000.0,1388.0,2009.0,False,,False,False,پژو,False,False,3.0,0.2816728167281673,0.0014295925661186562,0.3013530135301353,0.07933579335793357,0.708626198083067,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.0940959409594096
gaoiP4YI,فیدیلیتی پرستیژ,2026-09-15 11:23:00,تهران,اکباتان,https://divar.ir/v/gaoiP4YI,فیدیلیتی پرستیژ ماشین صفر میباشد گارانتی فعال,۰,۲۰۲۶,سفید,فیدلیتی پرستیژ 5 نفره,,اتوماتیک,سالم و پلمپ,بنزین,"‏۸,۳۰۰,۰۰۰,۰۰۰ تومان",سالم,سالم و پلمپ,سالم و بی‌خط و خش,,8300000000.0,0.0,1405.0,2026.0,False,,False,False,فیدلیتی,False,False,,0.006150061500615006,0.0035739814152966403,0.3013530135301353,0.8714637146371463,0.28626198083067095,0.9797627355198884,0.9317343173431735,0.9197031039136302,0.602091020910209
